iter	Logloss
185	0.5209338665
186	0.5193086525
187	0.5184209689
188	0.5177556286
189	0.5171237782
190	0.5161134779
191	0.5153886591
192	0.5150517335
193	0.5143035163
194	0.5134123748
195	0.5128335203
196	0.511912033
197	0.5108537545
198	0.5102427438
199	0.5095233237
200	0.5091839939
201	0.5080194727
202	0.507171838
203	0.5063935945
204	0.5059732502
205	0.5053008094
206	0.5041239912
207	0.503563113
208	0.5019519041
209	0.5012805348
210	0.5004452949
211	0.4988940284
212	0.4979636744
213	0.497227035
214	0.4962273031
215	0.4956380039
216	0.4950773463
217	0.4940523237
218	0.4934783439
219	0.4925191164
220	0.4918914283
221	0.4911635622
222	0.4905067042
223	0.4900370116
224	0.4895229941
225	0.4890755773
226	0.4881599789
227	0.4877670666
228	0.4871974677
229	0.4866559977
230	0.486230198
231	0.4857472415
232	0.4852048894
233	0.484799325
234	0.4840059703
235	0.483490931
236	0.4826558962
237	0.4818676854
238	0.4813956564
239	0.480841808
240	0.4799146672
241	0.4794182907
242	0.478274024
243	0.4775719022
244	0.4769754976
245	0.4761575063
246	0.4756471698
247	0.4747169147
248	0.4740764568
249	0.4735846668
250	0.4731572757
251	0.4723215143
252	0.4715367854
253	0.4709025572
254	0.4702969253
255	0.4696464201
256	0.4689582497
257	0.4685313751
258	0.468024689
259	0.4673780084
260	0.4663248579
261	0.4654867182
262	0.4649531851
263	0.4642205993
264	0.4636010925
265	0.4628218323
266	0.462431851
267	0.4618767897
268	0.4613815516
269	0.4606969406
270	0.4597322285
271	0.4594505012
272	0.4589532495
273	0.458370622
274	0.4576342056
275	0.4572890659
276	0.4565680573
277	0.4559532195
278	0.4554757575
279	0.4544699738
280	0.4538014362
281	0.4531886925
282	0.4527488738
283	0.452031063
284	0.4515686363
285	0.4510107825
286	0.4504112015
287	0.4495034695
288	0.4487846772
289	0.4484034727
290	0.4481198053
291	0.4473706901
292	0.4466230392
293	0.4460969746
294	0.4456341783
295	0.4451142758
296	0.4448037396
297	0.4444704811
298	0.4436622222
299	0.4432844053
300	0.4426336308
301	0.4422130277
302	0.4416415672
303	0.4408405821
304	0.4404911995
305	0.4391255538
306	0.4385371824
307	0.4381682744
308	0.4377666563
309	0.4370462954
310	0.4363604248
311	0.435782672
312	0.4349083245
313	0.4339397271
314	0.4332193583
315	0.4324617873
316	0.4316895187
317	0.4307968775
318	0.4302123388
319	0.4298750907
320	0.4294056217
321	0.4289273411
322	0.4284507195
323	0.4280615071
324	0.4274543752
325	0.426975137
326	0.4260386775
327	0.4244589239
328	0.4240165671
329	0.4236224631
330	0.4232953091
331	0.4228055467
332	0.4219044934
333	0.4213447829
334	0.4209935913
335	0.4204886883
336	0.4198282778
337	0.4191956669
338	0.418411691
339	0.4181292633
340	0.4176278979
341	0.4172736029
342	0.4168173552
343	0.4164607187
344	0.4157964488
345	0.4154576947
346	0.4153021048
347	0.4145140449
348	0.4138954739
349	0.413352717
350	0.4131323944
351	0.4126851976
352	0.4123296996
353	0.4114705265
354	0.410733822
355	0.4101092766
356	0.4096828709
357	0.409317114
358	0.408742105
359	0.4084573706
360	0.407715862
361	0.4071189175
362	0.4064237058
363	0.4055450718
364	0.4051041394
365	0.4043365697
366	0.4039887627
367	0.4033032467
368	0.4028067519
369	0.4022276243
370	0.4017931988
371	0.4015059541
372	0.4012322754
373	0.4007983585
374	0.4001936187
375	0.3992365201
376	0.3986039549
377	0.3981720289
378	0.3979322344
379	0.3975714366
380	0.3970710427
381	0.3965427717
382	0.3960401714
383	0.3954896122
384	0.3949973375
385	0.3945871989
386	0.3942498098
387	0.3939632475
388	0.3928611755
389	0.3922454894
390	0.3916414917
391	0.3912764559
392	0.39091326
393	0.3904321432
394	0.389980648
395	0.3895382911
396	0.3892599503
397	0.3888403505
398	0.3883104255
399	0.3881201754
400	0.3876963894
401	0.3872222433
402	0.3867026617
403	0.3864781102
404	0.3859857778
405	0.3853079607
406	0.3848572503
407	0.3841658692
408	0.3835396657
409	0.383326291
410	0.3830283761
411	0.3828383714
412	0.3825020204
413	0.3821894983
414	0.3816488892
415	0.3814985991
416	0.3810227066
417	0.3806408306
418	0.3803512394
419	0.3799796889
420	0.3797762652
421	0.3794569304
422	0.3790683717
423	0.3786964784
424	0.3782210688
425	0.3778817346
426	0.3774587522
427	0.3768686066
428	0.3762189358
429	0.3757488877
430	0.3755287925
431	0.3753067195
432	0.3749266257
433	0.3745584985
434	0.3742671579
435	0.3737617612
436	0.3731868923
437	0.3722038299
438	0.3717617989
439	0.3715083559
440	0.3712836782
441	0.3706317832
442	0.3703198473
443	0.3699635237
444	0.3697124004
445	0.369018057
446	0.3688407739
447	0.3683264345
448	0.367962869
449	0.367341578
450	0.3670227349
451	0.3664879153
452	0.3659505725
453	0.365347595
454	0.3650710036
455	0.3647326897
456	0.3640032023
457	0.3634403855
458	0.3629332354
459	0.3626567036
460	0.3623487651
461	0.3618700504
462	0.3612825423
463	0.3607383688
464	0.3604533831
465	0.3599036316
466	0.3593748083
467	0.3590066423
468	0.3583787898
469	0.3580520888
470	0.357669421
471	0.357236893
472	0.356956475
473	0.3562956562
474	0.3561172684
475	0.3555386931
476	0.3551188856
477	0.3548848341
478	0.3545297126
479	0.3540164123
480	0.3537982275
481	0.3534620225
482	0.3528942029
483	0.3524448862
484	0.3515363067
485	0.3508463273
486	0.3504962951
487	0.350040854
488	0.3496010999
489	0.3486834149
490	0.3483415027
491	0.347940291
492	0.3476424833
493	0.3475027055
494	0.3468773295
495	0.3463936388
496	0.3458764623
497	0.3454595725
498	0.344985348
499	0.3447693229
500	0.3442093243
501	0.3437366505
502	0.3432612936
503	0.3428779165
504	0.3426047335
505	0.341814658
506	0.3412764202
507	0.3409677972
508	0.3404729486
509	0.3401644637
510	0.3398890654
511	0.3394759218
512	0.3392037908
513	0.3386643032
514	0.3381596237
515	0.3378346582
516	0.3374181191
517	0.3367925525
518	0.3363565316
519	0.3358259032
520	0.3354868641
521	0.3351479421
522	0.33485472
523	0.3345335474
524	0.3342261573
525	0.3337975105
526	0.3332713375
527	0.3329103827
528	0.3324019214
529	0.3320116649
530	0.3315991193
531	0.3312007497
532	0.3309281001
533	0.3307062278
534	0.3302824368
535	0.3292352955
536	0.3288951437
537	0.3287229131
538	0.3283913573
539	0.3280134588
540	0.327655674
541	0.3270971944
542	0.3266255687
543	0.3260973881
544	0.3255019863
545	0.3252625724
546	0.3251133502
547	0.324840638
548	0.3245623589
549	0.3241287947
550	0.323870344
551	0.3236376961
552	0.3234540721
553	0.3231117189
554	0.3228453745
555	0.3223938713
556	0.3220596313
557	0.3216870735
558	0.3214019726
559	0.3210463474
560	0.3207156082
561	0.3205125362
562	0.319994246
563	0.3195741733
564	0.3189772477
565	0.3186094115
566	0.3181183596
567	0.317821004
568	0.3175949931
569	0.3172921906
570	0.3170764724
571	0.3167861988
572	0.31648993
573	0.316110762
574	0.3157980859
575	0.3152954886
576	0.3148873965
577	0.3143744061
578	0.3141319325
579	0.3138610462
580	0.3135535638
581	0.313342311
582	0.3129562149
583	0.3124086867
584	0.3119875997
585	0.3116946439
586	0.3113500009
587	0.311078166
588	0.3101035575
589	0.309620435
590	0.3088382532
591	0.3081971397
592	0.3077363928
593	0.3073275149
594	0.3068031649
595	0.3066001733
596	0.3062339743
597	0.3061251034
598	0.3055253396
599	0.3052148849
600	0.305031244
601	0.3047430148
602	0.3042472303
603	0.3038979322
604	0.3036209116
605	0.3033649792
606	0.3031670531
607	0.3029130439
608	0.3026130557
609	0.3022096445
610	0.3017012427
611	0.3015239974
612	0.3012423118
613	0.300967135
614	0.300802502
615	0.3006501714
616	0.300464955
617	0.2999156574
618	0.2996880283
619	0.2992133379
620	0.2988817086
621	0.2984080444
622	0.2981338541
623	0.2974656751
624	0.2970791668
625	0.2968076835
626	0.2964341233
627	0.2961373707
628	0.2957901994
629	0.2955532501
630	0.295153904
631	0.2950067659
632	0.2947689871
633	0.2945899516
634	0.2943689148
635	0.2940188686
636	0.2937424501
637	0.2929948161
638	0.2927206884
639	0.2921748529
640	0.291694136
641	0.2912850156
642	0.2908582702
643	0.2906745454
644	0.2901537463
645	0.2896124368
646	0.289163204
647	0.2889666741
648	0.2888398369
649	0.2884935275
650	0.2881721134
651	0.2875548854
652	0.2873645802
653	0.2869906252
654	0.2867569039
655	0.2865920211
656	0.2862475961
657	0.2859347095
658	0.2856033459
659	0.2853241319
660	0.2849340424
661	0.2846871207
662	0.2843784129
663	0.284121951
664	0.2837342451
665	0.2834513173
666	0.2832461968
667	0.2826185107
668	0.2824737887
669	0.2821917628
670	0.2819532881
671	0.2817310373
672	0.2815016612
673	0.2813242003
674	0.2809277952
675	0.2805905417
676	0.2802024747
677	0.2799655274
678	0.2797874202
679	0.2795744096
680	0.2790459578
681	0.2788004041
682	0.2784961581
683	0.278142264
684	0.2778480947
685	0.2773564433
686	0.2770711164
687	0.2767643223
688	0.2764642676
689	0.2762629141
690	0.2760651261
691	0.2757461801
692	0.2755474031
693	0.2749224648
694	0.2746631597
695	0.2742256333
696	0.2738189866
697	0.27364646
698	0.2734022742
699	0.2731681575
700	0.2729124263
701	0.272305121
702	0.2716696883
703	0.2714464501
704	0.2711313456
705	0.270801273
706	0.2702972536
707	0.2699107617
708	0.2695456152
709	0.2692472418
710	0.2690006629
711	0.2686563308
712	0.2685367425
713	0.2681817467
714	0.2679288531
715	0.2676983053
716	0.2674247881
717	0.2671562687
718	0.266786918
719	0.2666597456
720	0.2662432273
721	0.2659162551
722	0.2654347291
723	0.2650597473
724	0.2649627899
725	0.264502123
726	0.2643382713
727	0.2638969615
728	0.2636621515
729	0.2634599999
730	0.2632024333
731	0.2624898146
732	0.2622568006
733	0.2619355684
734	0.26163764
735	0.2614075085
736	0.2610146205
737	0.2607582927
738	0.2606696735
739	0.2604138215
740	0.2602733657
741	0.2599809229
742	0.2596575523
743	0.2594517494
744	0.2587143948
745	0.2583927686
746	0.2582003504
747	0.257938469
748	0.2577394555
749	0.2575363219
750	0.2573961899
751	0.2570145284
752	0.2567785124
753	0.2565531979
754	0.2564727018
755	0.2562420333
756	0.2557243769
757	0.2553960919
758	0.2550473347
759	0.2548393771
760	0.2546146338
761	0.2543289835
762	0.2539296821
763	0.2537394846
764	0.2534973606
765	0.253227965
766	0.252795586
767	0.2526192322
768	0.2524743522
769	0.2521780799
770	0.2519117862
771	0.2516795357
772	0.2512201414
773	0.2509340371
774	0.2506333331
775	0.2501523361
776	0.2500291824
777	0.2498530388
778	0.2496330341
779	0.2493857558
780	0.2488928835
781	0.2485719005
782	0.2484333202
783	0.2482643694
784	0.2480931501
785	0.2476898879
786	0.2475046019
787	0.2471751824
788	0.2467477967
789	0.2463920688
790	0.2462582236
791	0.2460649416
792	0.2455616439
793	0.2453504066
794	0.2448217114
795	0.2445770368
796	0.2442602515
797	0.2438680535
798	0.2435743983
799	0.2432154561
800	0.2428943947
801	0.2425797741
802	0.2422667349
803	0.241959846
804	0.2417287563
805	0.2414810866
806	0.2412157188
807	0.2410544177
808	0.2404887959
809	0.2400269141
810	0.2396930322
811	0.2395024896
812	0.239300325
813	0.2390432442
814	0.2388299162
815	0.2384427975
816	0.2382426873
817	0.238016895
818	0.2376377771
819	0.2373725057
820	0.2370144253
821	0.2367143363
822	0.2364617546
823	0.2362907643
824	0.236130624
825	0.2357971097
826	0.2356428732
827	0.2353662396
828	0.2350842421
829	0.2349015827
830	0.2347833633
831	0.2346120511
832	0.2342787862
833	0.2341017192
834	0.2339141717
835	0.2336732621
836	0.2331594869
837	0.2328883146
838	0.2326925536
839	0.2325079903
840	0.2321181079
841	0.2319091663
842	0.2314897175
843	0.2309456959
844	0.2306368167
845	0.2304762358
846	0.2303234304
847	0.2300481329
848	0.2298341696
849	0.2295282001
850	0.2293298473
851	0.2290292144
852	0.2287915856
853	0.2285961399
854	0.2282727649
855	0.2281511019
856	0.227906095
857	0.2276514426
858	0.2274034018
859	0.2272041614
860	0.227071472
861	0.2269064506
862	0.2266792263
863	0.2263635213
864	0.2262187575
865	0.2259208068
866	0.2256633252
867	0.2254351462
868	0.2251600151
869	0.2249735023
870	0.2247255166
871	0.2245390624
872	0.2241351773
873	0.2239086072
874	0.2236835947
875	0.2235033502
876	0.2232323493
877	0.2229461064
878	0.2226962055
879	0.2225071271
880	0.2223886286
881	0.2222996498
882	0.2220480854
883	0.2217734794
884	0.221509774
885	0.2213551511
886	0.2211212347
887	0.22091019
888	0.2208064546
889	0.2204994897
890	0.2203521341
891	0.2201706827
892	0.2196272617
893	0.219382375
894	0.2191717396
895	0.2187809452
896	0.2185524096
897	0.2182191476
898	0.2180711071
899	0.2179703623
900	0.2177991197
901	0.2175645197
902	0.2174011355
903	0.2172095622
904	0.2169225554
905	0.2167337671
906	0.2164093912
907	0.216236568
908	0.2160193816
909	0.2158260425
910	0.2157148431
911	0.2155188178
912	0.2153992817
913	0.2152283366
914	0.2148765196
915	0.2145936484
916	0.214249824
917	0.2140648251
918	0.2137578358
919	0.2133763472
920	0.2131973212
921	0.2129582763
922	0.2127597387
923	0.212570259
924	0.2123753682
925	0.2121640638
926	0.212031358
927	0.2116744255
928	0.211466146
929	0.2112679243
930	0.2110404074
931	0.2107548609
932	0.2105090459
933	0.2104434734
934	0.2101695995
935	0.2100646079
936	0.2098714203
937	0.2097128252
938	0.2093165139
939	0.2091015811
940	0.2089823549
941	0.2087635035
942	0.2085836584
943	0.2083785812
944	0.2081133644
945	0.2078032677
946	0.2076639329
947	0.2075400934
948	0.2072899605
949	0.2069356884
950	0.2068042616
951	0.206643111
952	0.2062648535
953	0.2059557547
954	0.2057630594
955	0.2056809038
956	0.2054468051
957	0.2051196679
958	0.2047910511
959	0.2045129354
960	0.2042296926
961	0.2040478418
962	0.2037789881
963	0.2035692051
964	0.2033976302
965	0.2031025087
966	0.2029587855
967	0.202798447
968	0.202357543
969	0.2020846049
970	0.2019872809
971	0.2015833974
972	0.2014183785
973	0.2012868573
974	0.2010394027
975	0.2008522481
976	0.2006187727
977	0.2004941896
978	0.2003682842
979	0.1997510269
980	0.1994903341
981	0.19923503
982	0.1990205581
983	0.1986522555
984	0.1984723916
985	0.1981862406
986	0.1978792662
987	0.1974315936
988	0.197288544
989	0.1971214568
990	0.1968673036
991	0.1967325906
992	0.196354801
993	0.196236377
994	0.1960063547
995	0.1957890044
996	0.1956788644
997	0.1953385691
998	0.1952043494
999	0.1949559907
